,bathrooms,bedrooms,rooms_total,building_size,car_spaces,category,furnished,location,land_size,price,id,subcategory,year_built,description,link
34,2,3,unknown,374,1,casa,,"[-99.08582,19.49238]",146,635090,HO60B68223BB5C9MX,"[""casa"",""casa-unifamiliar""]",unknown,"Vendo bonita casa en el coyol propiedad de recuperacion hipotecaria, en calle 319, con alto valor de plusvalia , muy cerca de escuelas,zonas comerciales,importantes vias de comuniocacion. cerca de avenida ingeniero eduardo molina *programa tu cita *no se aceptan creditos *propiedad en recuperacion hipotecaria *enrique gomez",https://www.lamudi.com.mx/excelente-oportunidad-casa-en-el-coyol.html
35,2,4,6,133,1,casa,,"[-99.22586,19.36876]",110,2800000,HO5EBF3E1433527MX,"[""casa"",""casa-en-condominio""]",unknown,"Se vende casa en condominio de 5 casas, para actualizar en colina del sur. Cuenta con un cajón de estacionamiento independiente.",https://www.lamudi.com.mx/venta-de-casa-en-condominio-en-colina-del-sur-alvaro-obregon-1.html
36,2,1,unknown,63,2,casa,,"[-99.1522059,19.2668955]",492,2000000,NO236HO58XHHINTRESMX,"[null,""casa""]",unknown,"Hermosa Casa De 2 Niveles, Acabados Tipo Campestre, Cuenta Con Cochera Para 2 Autos, Jardín En La Parte De Atrás, Sala, Cocina, Comedor, Ideal Para Personas Jubiladas, Que Buscan La Tranquilidad Y Seguridad. Precio A Tratar, Ven Y Conoce La Casa Que Puede Ser De Tus Sueños. Trato Serio Ante Notario. 492 Metros De Terreno 63 Metros De Construcción",https://www.lamudi.com.mx/casa-en-venta-con-ubicacion-en-distrito-federal-san-miguel-ajusco-tlalpan-116051931-525441-21.html
37,4,3,7,247,2,casa,,"[-99.2243,19.31375]",133,8445000,HO609C5FA7EFB66MX,"[""casa"",""casa-en-condominio""]",unknown,"Atrás del hospital ángeles del pedregal se encuentra este condominio horizontal de 8 casas. sala-comedor, cocina, terraza, ½ baño de visitas, 2 recamaras con baño para compartir, sala de tv, recamara principal con vestidor y baño, 1 estudio, oficina o 4ta recamara con baño, cuarto de servicio, área de lavado, 2 estacionamientos con opción a 3. El condominio cuenta con salón de usos míltiples. Es una casa remodelada en su totalidad con mucha iluminación y buenos espacios.",https://www.lamudi.com.mx/casa-en-condominio-con-squash-a-un-paso-de-periferico-en-venta.html
38,2,2,unknown,236,2,casa,,"[-99.14446,19.38697]",236,7000000,HO60EDBCD67C2D8MX,"[""casa"",""casa-unifamiliar""]",unknown,"Casa tipo campestre en venta para remodelar en la col. Niños heróes, colinda con la col. Narvarte, a 2 cuadras del metro villal de cortez y a una cuadra de calz. De tlalpan  Superficie 236 mts2 2 recámaras, la principal con vestidor 2 baños completos Amplia estancia con chimenea Cocina con techo de ladrillo rojo y vigas de madera Pasillos con arcos en ladrillo rojo Jardín con árboles frutales Cuarto de servicio con baño Despacho independiente Lugar para 2 autos Uso de suelo h4-20",https://www.lamudi.com.mx/casa-en-venta-para-remodelar-col-ninos-heroes-alcaldia-benito-juarez.html
39,3,4,unknown,245,2,casa,,"[-99.13211721,19.34424331]",178,6900000,HO607F08049FFCDMX,"[""casa"",""casa-unifamiliar""]",unknown,"Excelente opción, casa desarrollada en dos niveles con muy buen proyecto arquitectónico y excelente estado de conservación. Cuenta en planta baja con amplia sala comedor con vista a lindo jardín, cocina integral, patio y cuarto de lavado, baño de visitas y estacionamiento para dos autos; en primer nivel cuatro recamaras, 3 de ellas con closet, una con vestidor, baño integrado y con terraza, las otra comparten baño completo. En azotea tenemos un cuarto de servicio y espacio muy amplio donde se podría hacer un roof garden. No dejes de verla, sin duda es una excelente opción en la zona.",https://www.lamudi.com.mx/venta-casa-4-recamaras-con-jardin-campestre-churubusco.html
40,2,2,unknown,67,2,casa,,"[-99.1347,19.48776]",90,908000,HO6104D1BC7D9B2MX,"[""casa"",""townhouse""]",unknown,"Un lindo diseño por dentro y por fuera, el prototipo arinto cuenta con una agradable terraza para que goces de tu privacidad con una gran vista.  ubicada en privada portobello a 30 minutos de la caseta mexico pachuca en la entrada de pachuca hidalgo.    En 2 niveles:  sala  comedor  cocina  patio de servicio  covacha  pasillo de servicio  2 recamaras  espacio para closets  1 1/2 baños  estacionamiento 2 autos  servicios subterráneos  excelente opción a crecimiento  diversas amenidades en la privada  agenda tu visita y llevate excelentes promociones",https://www.lamudi.com.mx/ultimas-casas-arinto-con-crecimiento.html
41,2,3,unknown,279,2,casa,,"[-99.11026,19.42722]",180,4100000,HO604AC1386E2BAMX,"[""casa"",""casa-unifamiliar""]",unknown,"Casa con amplios espacios y accesoria con excelente ubicación, a 5 min. Del aicm y nueva plaza comercial planta baja: sala comedor cocina abierta con barra ½ baño patio de servicio amplio garage para 2 autos accesoria 25.38 m2 con 1/2 baño primer piso: sala de t.v. Amplia 3 recámaras, 1 con espacio para vestidor 1 baño azotea: área para cuarto de servicio cisterna gas natural grupo belkasa te apoya en la venta y compra de tu propiedad con la mejor asesoría y servicio. 898-21",https://www.lamudi.com.mx/venta-de-casa-con-accesoria-en-moctezuma-2da-secc.html
42,4,4,8,360,6,casa,,"[-99.1570058791,19.3504079036]",224,15850000,HO609DDA425424CMX,"[""casa"",""casa-en-condominio""]",2010,"Espectacular residencia en condominio, con moderna arquitectura en el lugar de más plusvalía del sur de CDMX, en el corazón de Coyoacán, cerca de centros artísticos y culturales más importantes.Desarrollo de solo 4 exclusivas residencias, portón de entrada eléctrico con caseta de vigilancia las 24 hrs. PB:  Recibidor con entrada principal, amplio salón de juegos con cantina, patio techado, área de lavado y cuarto de servicio con baño, garage techado para 2 autos y garage descubierto para 4 autos con puerta de acceso a la propiedad.Primer Nivel:  Area social con sala muy iluminada enmarcada con grandes ventanales y porcelanato en piso 40 x 40 color claro. Comedor para 8 personas con medio baño en frente.  Cantina con terraza equipado con sonido ambiental y vista hacia el patio.  Cocina en llamativos colores con isla de trabajo, grifería de acero inoxidable,  hornos, despensa, alacena y desayunador, gabinetes con finos acabados. Segundo Nivel:  Habitación principal con walking closet de 20 Mts2 con baño con doble lavabo, regadera.  Habitación 2 con closet y baño completo fuera.  Habitación 3 con vestidor y baño.  Closet de blancos. Tercer Nivel:  Roof Garden con vista privilegiada y acceso a servicios de agua y gas.  Habitación de visitas con vestidor y baño. Mantenimiento mensual de $2,800.00 pesos. Simplemente el lugar que siempre has deseado para vivir con el estilo que buscas.Precio sujeto a cambios sin previo aviso. EasyBroker ID: EB-EB5890",https://www.lamudi.com.mx/residencia-en-venta-del-carmen-coyoacan-ciudad-de-mexico.html
43,3,4,7,254,2,casa,,"[-99.162877215434,19.395311688013]",113,11900000,HO60ECC792BED01MX,"[""casa"",""casa-en-condominio""]",unknown,"Cómoda y acogedora casa en condómino horizontal de sólo 4 casas, localizada en una excelente ubicación dentro de la colonia del valle norte. La propiedad consta de 4 niveles: 1)planta baja: sala de usos múltiples, cuarto de servicio con baño completo, área de lavado con patio para tendido, medio baño para visitas. 2 lugares de estacionamiento, con opción a 3 o bodega. 2)primer nivel: sala - comedor y cocina abierta remodelada y equipada, con barra de granito, estufa y horno marca teka. 3)segundo nivel: 3 recámaras, la recámara principal con baño completo y vestidor. Las otras 2 habitaciones con closet de madera y comparten baño completo con tina. Sala de tv 4)tercer nivel: roof garden de 40 m2 recién remodelado, con horno para pizzas, barra con asador, sala de estar y cantina  Adicionales: 1.cisterna: 10,000 lts 2.tianco: 1,000 lts 3.calentador: 160 lts 4.tarja doble de cocina, de acero inoxidable con triturador 5.gas estacionario: 600",https://www.lamudi.com.mx/del-valle-town-house-en-venta.html
44,2,3,unknown,180,2,casa,,"[-99.085684,19.200199]",209,2250000,HO603D5B9C2874BMX,"[""casa"",""casa-unifamiliar""]",unknown,"¿Te gustaría vivir en un lugar alejado del ajetreo de la cdmx? ¿te interesa crear tu propio rancho, una finca o una casa de fin de semana? ¿te has retirado o jubilado y ahora quieres vivir en un lugar con un estilo de vida campirano?  Pues esto te encantará porque tendrás una Vista inigualable donde se respira un aire mucho más puro y fresco mientras que podrás disfrutar de la Tradicional comida mexicana y sus Dulces, Gente y Ferias. Incluso si te gusta pasar el rato en familia, organizando tus propios eventos, ¡este es el lugar perfecto!  Esta propiedad fue diseñada por parte de un Arquitecto reconocido, quien tiene ideas originales muy innovadores y minimalistas. Es algo diferente a lo que normalmente se observa en la industria de los bienes raíces, sobre todo por estar adaptada en un lugar diferente donde se tienen contacto con el medio ambiente.  Este casa cuenta con un precio únicamente de $2,250,000 pesos.  La casa tiene 2 años de antigüedad y tiene un diseño único de arquitecto con las ideas más actuales.  Descripción de la casa  - superficie 209 m2 - construcción 180 m2 - cocina integral - 1 baño completo - 1 medio baño - comedor - sala - 3 recámaras - roof garden adaptable - 2 lugares de estacionamiento - terraza - 2 jardines - cuarto de lavado - área de tendido - calentador de paso - 2 cisternas - 2 tinacos - 2 bombas de agua  Si esto te interesa envíanos tus datos y te contactaremos.",https://www.lamudi.com.mx/linda-casa-en-milpa-alta.html
45,2,4,unknown,210,1,casa,,"[-99.11807,19.32457]",105,931000,HO60C8DFD8F2530MX,"[""casa"",""casa-unifamiliar""]",unknown,"*Super precio, gran oportunidad de comprar tu casa * Unica oportunidad de ahorro  No creditos, pago solo con recusos propios pago en dos cesiones. Firma de cesion de derechos ante notario publico Segundo pago al momento de escriturar a tu nombre!!  *excelente plusvalía *servicios cercanos *escuelas *centro comercial  Entrega garantizada!! Especialistas en recuperación de Inmuebles y consultoria en remates.  Asesoría gratuita en nuestro corporativo. Tel/whats app 55 1492-1340 Mario liuis asesor inmobiliario. Gracias",https://www.lamudi.com.mx/bonita-casa-en-coyoacan-magnifica-ubicacion.html
46,6,3,unknown,480,4,casa,,"[-99.22586,19.36876]",320,9480000,NO782HO86SFHINTRESMX,"[""casa"",""casa-unifamiliar""]",unknown,"*Ve el video*al final de las fotos o pidelo por correo. Excelente ubicacionen colina del sur, a pocos minutos de los puentes y santa fe, 320m2t y 480m2c, planta alta. 3 recámaras la principal con vestidorjacuzzi, recamara 2 y 3 con sus baños completos y doble closet c/u, sala tv o estudio, closet blancos, planta baja en desnivele se encuentra chimenea ,sala con vista al jardín exterior, comedor con vista al jardín interior y fuente .Cocina equipada, estudio o cuarto multimodal, medio baño visitas, salon de juegos equipado con barra bar y cavacon otro medio baño, estacionamiento para tres autos chicos o dos camionetas con puerta electrica..Cuarto de lavado, cuarto de servicio c/ baño c. Cisterna, previa cita $ 9,480,000",https://www.lamudi.com.mx/residencia-en-colina-del-sur-alvaro-obregon-480-m2c.html
47,2.5,3,unknown,300,3,casa,,"[-99.16117,19.40626]",175,11200000,HO60908F24835E4MX,"[""casa"",""casa-unifamiliar""]",unknown,"Estilo tranquilidad y privacidad, en el corazón de la colonia roma, arbolado, con excelentes vías de acceso y salida, cerca del centro médico nacional siglo xxi, el ambiente del parque frontal con su aire fresco que le ofrece las decenas de arboles que enmarcan su entorno, construido con materiales durables en construcción típica de la colonia roma le ofrece gran seguridad. La casa cuenta con un diseño atractivo jugando con sus altas techumbres y plafones le agrega vista a la casa. Cuenta con gym que puede ser roof garden con vista al parque consta de jardín trasero, 3 recámaras con closets con piso de duela, estudio 2 baños y medio, sala, comedor, cocina equipada, family room, área de lavado, balcón hacia el jardín, desayunador, 3 lugares de estacionamiento techado, en la parte alta de la casa espacios muy bien aprovechados, mucha luz, papeles en orden, haga una cita, excelente ubicación cercano a centros comerciales como parque delta, centro medico nacional s.xxi, iglesias, escuelas, acepto y tramito cualquier credito, citas al editado, editado y editado. El hogar mexicano grupo consultor inmobiliario.",https://www.lamudi.com.mx/colonia-roma-sur-vendo-casa-remodelada-frente-al-parque.html
48,2,6,unknown,450,3,casa,,"[-99.167234512835,19.347931720621]",509,17600000,HO609B1991E11CFMX,"[""casa"",""casa-unifamiliar""]",unknown,"Consiste en 3 edificaciones para remodelar, en un terreno de 509.40 m2 y 450 m2 de construcción, con uso de suelo h3/30 plurifamiliar; dentro del cual se incluyen:  casa 1: ubicada al fondo del terreno del lado izquierdo, desarrollada en un nivel, cuenta con sala, comedor, cocina, 2 recámaras y un baño. M2 const. 88.35  casa 2: ubicada al fondo del terreno del lado derecho, desarrollada en tres niveles: planta baja con sala, comedor, cocina, medio baño y estudio; en la planta alta cuenta con estar familiar, 2 recámaras y 2 baños. En azotea con cuarto de servicio con baño. M2 const. 170.08  inmueble 3: en acceso al predio cuenta con cochera techada y medio baño. M2 const. 60.64. En la planta alta de la cochera un tiene un loft con recámara, baño y terraza (en malas condiciones).  al fondo del terreno cuenta con dos cuartos de bodega.  excelente ubicación con las siguientes vías de acceso: francisco sosa a 50m, miguel ángel de quevedo a 450m, tres cruces a 300m y el centro de coyoacan a 250m.",https://www.lamudi.com.mx/magnifico-inmueble-santa-catarina-coyoacan.html
49,4.5,3,unknown,430,3,casa,,"[-99.25807,19.3872]",306,16500000,HO60CA5269574C5MX,"[""casa"",""casa-en-condominio""]",unknown,"Bonito condominio con cancha de tenis al centro de las casas y jardin con juegos para niños, muy bonita vista, terraza, espacios amplios, esta en 3 niveles, pocas casas, muy bien ubicada, seguridad las 24 horas, excelente opcion ¡",https://www.lamudi.com.mx/excelente-casa-en-condominio-en-paseo-de-los-laureles.html
50,2,3,unknown,312,2,casa,,"[-99.13276,19.33562]",208,934600,HO6043BD2A37634MX,"[""casa"",""casa-unifamiliar""]",unknown,- Gran descuento de remate - Hasta un 50% abajo de su precio comercial - Tramite de cesión de derechos ante notario publico - Casa grande - No creditos de infonavit ni fovissste - Cerca de: metro taxqueña - Entre calle: av. 3 y erasmo castellanos - Contacto: david rivera 55 4103-9247,https://www.lamudi.com.mx/hermosa-casa-en-coyoacan-17.html
51,6,6,18,235,3,casa,,"[-99.2470472,19.30664250000001]",149,2800000,HO6066713D61F35MX,"[""casa"",""casa-unifamiliar""]",2001,"Ref: NEX-43164EXCELENTE CASA EN COLONIA PUEBLO NUEVO BAJODELEGACIÓN O ALCALDÍA LA MAGDALENA CONTRERAS MUY CERCA DE ELEKTRA EL ROSAL, MERCADOS CERCA, BODEGA CHEDRAUI, ESCUELAS CERCA, PARQUE NATURAL LOS DINAMOS, CLINICA 140, AVENIDAS PRINCIPALES COMO PERIFERICO, LUIS CABRERA, SN JERÓNIMO,SN FRANCISCO, AV LAS PALMAS.PRECIO DE 2,800,000.00 A TRATAR.CONSTA DE3 NIVELES.149 m2 DE TERRENO235 m2 DE CONSTRUCCIÓN6 RECAMARAS CADA UNA CON BAÑO COMPLETOSALA COMEDORCOCINAÁREA DE LAVADO3 LUGARES DE ESTACIONAMIENTO.SE ACEPTAN CUALQUIER TIPO DE CRÉDITOS HIPOTECARIOS, TRAMITAMOS TU CRÉDITOSIN NINGÚN COSTO.NEXIMOINMOBILIARIADIGITAL",https://www.lamudi.com.mx/casa-en-venta-en-pueblo-nuevo-bajo-la-magdalena-contreras-ciudad-de-mexico.html
52,3,3,unknown,332,5,casa,,"[-99.0575,19.42886]",115,2850000,HO6075E741CF025MX,"[""casa"",""casa-unifamiliar""]",unknown,"Casa de 115 m2, de terreno y 332 m2 de construcción, distribuida en 2 niveles, consta de 3 recamaras con closet, 3 baños completos, jacuzzi, sala de tv, comedor, cocina integral, hall, patio de servicio, cuarto de servicio en azotea, bodega con baño completo en planta baja y estacionamiento para 5 autos. informes y citas:",https://www.lamudi.com.mx/casa-en-venta-3933.html
53,6,8,0,300,1,casa,,"[-99.1425878,19.3301251]",300,14000000,HO608B4F13F2CBEMX,"[""casa"",""casa-unifamiliar""]",2021,"[VEN] ID HM: 28641Hermosa casa en venta, la casa es una de las más grandes de la zona. Cuenta con siete cuartos para rentar, a parte de esas cuentan con tres adentro del segundo piso., en la azotea se encuentra una bodega y el cuarto de lavado. En la planta baja se encuentra una sala muy amplia la cual se divide por dos, a lado esta su comedora y un baño de visitas; la cocina desemboca a u su patio trasero. Ubicada en una privada, con vigilancia las 24 hrs.[VEN] ID HM: 28641",https://www.lamudi.com.mx/casa-en-xotepingo-8-habitaciones-300-0-m2.html
