,bathrooms,bedrooms,rooms_total,building_size,car_spaces,category,furnished,coordinates,location,land_size,price,id,subcategory,year_built,description,link
2113,2,2,4,95,2,departamento,,"[-99.14159,19.36149]","Miravalle, Benito Juárez",unknown,3095000,AP6121F5B23AD78MX,"[""departamento"",""departamentos""]",2009,"Departamento en Venta, Alcaldía Benito Juárez ENTREGA INMEDIATAConstrucción = 95 m2Precio: $3,095,000mnDepartamento con excelentes espacios y acabados. Piso 2 2 Recs / 2 baños/ 2 estacionamientos Bodega y área de lavanderíaCuota de Mantenimiento $1,800mnVigilancia 24 hrs. Citas con Berenice Prina. EasyBroker ID: EB-IH2596",https://www.lamudi.com.mx/departamento-en-venta-colonia-miravalle-cdmx.html
2114,2,3,3,160,0,departamento,,"[-99.2043312116,19.4363388]","Polanco, Miguel Hidalgo",unknown,8500000,AP611B543D1A1BEMX,"[""departamento"",""departamentos""]",2021,"Polanco, departamento para remodelar a la venta en Av. Homero (MC). Consta de 160 mts, amplia estancia sala y comedor, cocina integral, 3 recámaras, la principal con walking closet y baño, las secundarias comparten baño y ambas con enorme closet de pared a pared. Área de lavado y cuarto de servicio con baño, integrados al departamento, 2 lugares de estacionamiento, mantenimiento $3000 pesos. El lobby está recién remodelado, vigilancia 24 horas. Ubicado a una cuadra de El Palacio de Hierro, muy cerca de Plaza Carso, cines, supermercados, colegios, sinagogas.",https://www.lamudi.com.mx/polanco-departamento-para-remodelar-a-la-venta-en-av-homero-mc-2.html
2115,2,3,5,126.42,2,departamento,,"[-99.16479,19.39662]","Del Valle, Benito Juárez",unknown,6090211,AP5FFCEA7961725MX,"[""departamento"",""departamentos""]",unknown,"Hermoso y Funcional Departamento conformado por 3 Habitaciónes, 2 Baños, 126.42 m2 Habitables, 19.01 m2 de Terraza y 2 Garage(s)Arazia Del ValleDepartamentos con tamaños desde 102 m2 hasta 116 m2, con una excelente distribución que aprovecha los espacios al máximo. En cada departamento los espacios provienen de proyectos de interiorismo que brinden comodidad, amplitud, descanso y privacidad en cualquier espacio que se habite.",https://www.lamudi.com.mx/pb04a-arazia-del-valle.html
2116,2,3,unknown,83,2,departamento,,"[-99.167668,19.389164]","Del Valle, Benito Juárez",unknown,5370000,AP610B228DC4DC5MX,"[""departamento"",""departamentos""]",unknown,"Bello departamento 101 en Amores Col. Del alle de $5,370,000 preenta escrituras gratis ó amueblados fecha de entrega en septiembre de 2021  Depto de 3 recámaras, 2 baños completos, 2 estacionamientostotalmente independientes Precio de bodega 100 mil pesos Depto de 83 mts anímate, ya solo quedan 6 El edificio consta de 15 departamentos, todos son exteriores con balcón Se encuentra en un área priilegiada por su alta actiidad urbana. Un punto que integra centros comerciales, colegios, entretenimiento y la modernidad de una colonia que renace y crece.  Tramitamos tu crédito INFONAIT, FOISSSTE, HIPOTECARIOS, etc. sin ningún costo Contamos con asesor certificado en materia de crédito Lic. Angélica González  Mayores informes y citas por correo o ía whatsapp  o eníanos tus datos y te contactamos",https://www.lamudi.com.mx/dpto-101-en-amores-col-del-valle-de-5-370-000-preventa-entrega-sep-2021.html
2117,1,1,unknown,19,1,departamento,75,"[-99.15005,19.46736]","Patrimonio Familiar, Azcapotzalco",unknown,725837,AP5FB5C210A0FEDMX,"[""departamento"",""estudio""]",unknown,"“OPORTUNIDAD DE INVERSIÓN “COMPRA UN ESTUDIO DESDE $652,960 MX Y PONLO EN RENTAEn lugar de tener medio millón de pesos ahorrados en el Banco que no te dan más que un miserable 2% de rendimiento anual, cómprate un Estudio por el mismo valor y recibe una renta de $6,000 a $8,000 pesos mensuales, lo que te generará un rendimiento del 12.20% anual.Encontrar al inquilino ideal será sencillo, el perfil para rentarlo es gente que trabaja o estudia, gente que vive con roomies y están cansados de compartir y por el mismo precio en que rentan una habitación, pueden rentar un Estudio con cocina y baño privado.“RENTAMOS POR TI”El Estudio es una vivienda de pequeño tamaño, diseñada para una persona o como mucho una pareja, consta de estancia – habitación, baños completo y amenidades: recepción, sala de estar, coworking, Roof Garden y área de lavado.“SOLO PAGO DE CONTADO”No se aceptan créditos hipotecarios. Pregunta por nuestras opciones de FINANCIAMIENTO.CÉNTRICA Y ACCESIBLE UBICACION, los estudios se localizan en la colonia Patrimonio Familiar en Azcapotzalco, a unas cuadras del Hospital La Raza, a unas cuadras de Circuito Interior, Av. Vallejo y Av. Cuitláhuac.SITIO CAPITAL https://www.sitiocapital.com/Estudios-Olivo",https://www.lamudi.com.mx/se-vende-estudio-olivo-azcapotzalco-725-837.html
2118,3,3,6,258,2,departamento,,"[-99.167668,19.389164]","Del Valle, Benito Juárez",unknown,8500000,AP610F8174B76BEMX,"[""departamento"",""departamentos""]",2021,"¡Es momento que dejes de rentar y compres tu nuevo hogar! Departamento en venta en la colonia Del Valle cerca del parque de las arboledas, la Mega de Pilares, vialidades y transporte público.Cuenta con 258m2 construidos,66m2 de un tapanco y 192m2 planta baja 3 recamaras muy amplias 3 baños completos  Sala/comedor Sala de tv Cocina equipada con desayunador y amplia alacena Cuarto de servicio con baño completo Área de lavado 2 lugares de estacionamiento independientesReserva una cita y conoce tu nuevo hogar. EasyBroker ID: EB-FV5723",https://www.lamudi.com.mx/departamento-en-venta-1958.html
2119,2,3,unknown,131,2,departamento,,"[-99.2267067,19.3605334]","Santa Fe, Álvaro Obregón",unknown,7529000,NO514AP55RNWINTRESMX,"[""departamento"",""departamentos""]",unknown,"Departamento de 3 Habitaciones, 2 Baño(s), 2 cajones de estacionamiento, 131 m2 construcción, 15 m2 de Balcón o terraza, 146 m2 totalesOVER SANTA FE te ofrece la mejor ubicación de la ciudad, en una de las zonas de mayor plusvalía, brindándote modernas vías de comunicación y los más altos estándares en seguridad y calidad de vida. Amenidades como Gimnasio, Zumba, Salón de eventos, salón de juegos, Salón Juvenil, Salón para Pilates, salón para masajes, Ludoteca, Alberca, Estacionamiento para visitas, elevador y vigilancia las 24 hrs. Todo para que disfrutes al máximo tu nuevo hogar. 131.3 m2 habitables, 15.32 m2 de balcón, 146.62 m2 totales.",https://www.lamudi.com.mx/departamento-1101-over-santa-fe-750044-29.html
2120,2,1,3,60,1,departamento,,"[-99.172525,19.437722]","Anzures, Miguel Hidalgo",unknown,3270000,AP5FC82275D56C0MX,"[""departamento"",""departamentos""]",unknown,"Práctico y funcional Departamento de 1 Habitaciones, 2 Baños, 60 m2 Habitables, cuenta con 1 GaragesDistumUbicado en la inmediación de las mejores zonas de la CDMX, acceso imediato a Polanco, Corredor Reforma, Nuevo Polanco, Lomas de Chapultepec e Insurgetes y ReformaDesarrollo habitacional de usos mixtos, con comercio en planta baja, pet friendly y excelentes amenidades, SKY GYM, SKY SPA, Terraza de Hidromasaje, Bussines center, Pet zone, area de juegos para niños y ludoteca.",https://www.lamudi.com.mx/single-2-distum.html
2121,2,2,4,101,2,departamento,,"[-99.172525,19.437722]","Anzures, Miguel Hidalgo",unknown,5290000,AP5FC82277D3DB3MX,"[""departamento"",""departamentos""]",unknown,"Práctico y funcional Departamento de 2 Habitaciones, 2 Baños, 101 m2 Habitables, cuenta con 2 GaragesDistumUbicado en la inmediación de las mejores zonas de la CDMX, acceso imediato a Polanco, Corredor Reforma, Nuevo Polanco, Lomas de Chapultepec e Insurgetes y ReformaDesarrollo habitacional de usos mixtos, con comercio en planta baja, pet friendly y excelentes amenidades, SKY GYM, SKY SPA, Terraza de Hidromasaje, Bussines center, Pet zone, area de juegos para niños y ludoteca.",https://www.lamudi.com.mx/family-cornner-2-distum.html
2122,1,2,3,64.85,2,departamento,,"[-99.1372672,19.3754709]","Del Carmen, Benito Juárez",unknown,3198400,AP6022B5A7AB302MX,"[""departamento"",""departamentos""]",unknown,"Hermoso y Lujoso Departamento Conformado de 2 Recámaras, 1 Baño(s), 2 cajones de estacionamiento, 64.85 m2 de Área Total BiancoUn proyecto que se destaca... Por su diseño moderno, su calidad y finos acabados, Bianco sobresale de su competencia. BIANCO ofrece una ubicación envidiable, ya que se encuentra en una de las zonas con más plusvalía de la CDMX, con salida al sur o al centro de la ciudad . Su elegancia en el diseño hará que destaque en su calle tranquila y arbolada. Acabados de lujo y calidad de construcción a un precio muy atractivo. Ubicado a pocas distancia del parque de los venados.",https://www.lamudi.com.mx/302-bianco.html
2123,3,3,unknown,131,2,departamento,,"[-99.2267067,19.3605334]","Santa Fe, Álvaro Obregón",unknown,7529000,NO514AP56RNVINTRESMX,"[""departamento"",""departamentos""]",unknown,"Departamento de 3 Habitaciones, 3 Baño(s), 2 cajón de estacionamiento, 131 m2 construcción, 0 m2 de Balcón o terraza, 131 m2 totalesOVER SANTA FE te ofrece la mejor ubicación de la ciudad, en una de las zonas de mayor plusvalía, brindándote modernas vías de comunicación y los más altos estándares en seguridad y calidad de vida. Amenidades como Gimnasio, Zumba, Salón de eventos, salón de juegos, Salón Juvenil, Salón para Pilates, salón para masajes, Ludoteca, Alberca, Estacionamiento para visitas, elevador y vigilancia las 24 hrs. Todo para que disfrutes al máximo tu nuevo hogar. 131.3 m2 habitables, 131.3 m2 totales.",https://www.lamudi.com.mx/departamento-601-over-santa-fe-750043-29.html
2124,1,2,3,64.5,2,departamento,,"[-99.1372672,19.3754709]","Del Carmen, Benito Juárez",unknown,3505400,AP6022B5A8CA6AFMX,"[""departamento"",""departamentos""]",unknown,"Hermoso y Lujoso Departamento Conformado de 2 Recámaras, 1 Baño(s), 2 cajones de estacionamiento, 64.5 m2 de Área Total BiancoUn proyecto que se destaca... Por su diseño moderno, su calidad y finos acabados, Bianco sobresale de su competencia. BIANCO ofrece una ubicación envidiable, ya que se encuentra en una de las zonas con más plusvalía de la CDMX, con salida al sur o al centro de la ciudad . Su elegancia en el diseño hará que destaque en su calle tranquila y arbolada. Acabados de lujo y calidad de construcción a un precio muy atractivo. Ubicado a pocas distancia del parque de los venados.",https://www.lamudi.com.mx/ph-4-bianco.html
2125,1,2,3,55,1,departamento,,"[-99.1633541,19.4506987]","Santa Maria La Ribera, Cuauhtémoc",unknown,2695000,AP610F8195659DAMX,"[""departamento"",""departamentos""]",2016,"en la Col. Santa Maria la Ribera excelente departamento en planta baja súper ubicado de 55 m2 con 2 Recamaras , estancia muy iluminada, cocina semi abierta, 1 baño completo, 1 lugar de estacionamiento, terraza con amenidades, Gym, Salon de fiestas y ludoteca, seguridad las 24 hrs, elevador. EasyBroker ID: EB-HU6850",https://www.lamudi.com.mx/departamento-en-venta-2052.html
2126,2,2,4,75.94,2,departamento,,"[-99.295681,19.363694]","Adolfo López Mateos, Cuajimalpa de Morelos",unknown,4503400,AP5FF34DF1BBC76MX,"[""departamento"",""departamentos""]",unknown,"Práctico y funcional Departamento. Cuenta con Superficie 75.94, recámaras 2, balcones 3.76, cocina 1, baños 2, cuarto de servicio 0, roof garden 72.18, baño de servicio 0, bodegas 1, cajones estacionamiento 2Focus CuajimalpaAcogedor, diseño moderno, tranquilo y calidad en sus materiales… eso es Focus Cuajimalpa.El proyecto ideal para tu primer departamento, familias pequeñas, cercano a tu trabajo si laboras en Cuajimalpa.Una de las calles más tranquilas de Cuajimalpa, pero con la característica de tener comercio, restaurantes y escuelas a poca distancia.Solo 27 departamentos en un amplio terreno, con diseño moderno para dar un espacio cómodo a cada departamento, solo dos niveles para mayor privacidad, Jardín central alrededor de los departamentos, todos los departamentos cuentan con terrazas o balcones.Departamentos de 1 ó 2 recámaras, con opción a roof garden privado y bodegas.Una gran inversión para aumentar tu patrimonio o para tu familia.",https://www.lamudi.com.mx/unidad-204-focus-cuajimalpa.html
2127,1,2,3,63.45,2,departamento,,"[-99.1372672,19.3754709]","Del Carmen, Benito Juárez",unknown,2914500,AP6022B5A662CCBMX,"[""departamento"",""departamentos""]",unknown,"Hermoso y Lujoso Departamento Conformado de 2 Recámaras, 1 Baño(s), 2 cajones de estacionamiento, 63.45 m2 de Área Total BiancoUn proyecto que se destaca... Por su diseño moderno, su calidad y finos acabados, Bianco sobresale de su competencia. BIANCO ofrece una ubicación envidiable, ya que se encuentra en una de las zonas con más plusvalía de la CDMX, con salida al sur o al centro de la ciudad . Su elegancia en el diseño hará que destaque en su calle tranquila y arbolada. Acabados de lujo y calidad de construcción a un precio muy atractivo. Ubicado a pocas distancia del parque de los venados.",https://www.lamudi.com.mx/301-bianco.html
2128,2,2,4,120,1,departamento,,"[-99.1623292,19.4364849]","San Rafael, Cuauhtémoc",unknown,7300000,AP6094C16EEB6BFMX,"[""departamento"",""departamentos""]",2021,"Espectacular departamento en edificio premiado por su arquitectura. Está en planta baja, entrando tenemos el área social, sala y comedor con una gran cocina abierta, su terraza es magnífica ya que es de todo el largo del departamento y eso hace que la iluminación y la vista sea maravillosa. Cuenta con 2 recámaras, la principal con vestidor y closet con su baño, con una muy padre iluminación ya que da a la parte interior del edificio (patio central) Tiene un espacio al aire libre para hacer yoga o meditar, gimnasio equipado y un gran salón de eventos con baños. Ven y conócelo!!!. EasyBroker ID: EB-HL3640",https://www.lamudi.com.mx/espectacular-en-edificio-premiado.html
2129,2,2,4,141,2,departamento,,"[-99.1925379,19.4335871]","Polanco, Miguel Hidalgo",unknown,926000,AP60F671E315B56MX,"[""departamento"",""departamentos""]",2021,"EL PROYECTO SE UBICA EN UNA DE LAS ZONAS MAS EXCLUSIVAS DE POLANCO  HERMOSO DEPARTAMENTO GARDEN HOUSE, ACABADOS DE LUJO.  CUENTA CON 2 RECAMARAS CON BAÑO Y VESTIDOR, SALA,COMEDOR,BAÑO DE VISITAS,COCINA,PATIO CUARTO Y BAÑO DE SERVICIO. AGENDA CITA Y CONOCELO. EasyBroker ID: EB-HT9304",https://www.lamudi.com.mx/galileo-polanco-53.html
2130,2,2,4,76,1,departamento,,"[-99.1751596,19.4844186]","Santo Tomas, Azcapotzalco",unknown,3714984,AP600756C697AB5MX,"[""departamento"",""departamentos""]",unknown,"Hermoso y Lujoso Departamento Conformado de 2 Recámaras, 2 Baños,Espacio para Jardin ,1 cajón de estacionamiento,96 m2 de Área Total",https://www.lamudi.com.mx/prototipo-3-garden-azcapotzalco.html
2131,2,2,4,65,1,departamento,,"[-99.1751596,19.4844186]","Santo Tomas, Azcapotzalco",unknown,2888379,AP600756C3F3A77MX,"[""departamento"",""departamentos""]",unknown,"Hermoso y Lujoso Departamento Conformado de 2 Recámaras, 2 Baños, 1 cajón de estacionamiento,75 m2 de Área Total",https://www.lamudi.com.mx/prototipo-1-garden-azcapotzalco.html
2132,2,2,4,90,1,departamento,,"[-99.1956012,19.4340199]","Polanco, Miguel Hidalgo",unknown,3995000,AP60F018D4704B6MX,"[""departamento"",""departamentos""]",2021,"Excelente departamento con excelente ubicación AMUEBLADO  A unos pasos de la nueva oficina de Amazon entre Homero y ejercito  90 metros habitables , 2 recamaras con closet , 1 baño completo , estacionamiento , área de lavado y cuarto de servicio en la azotea del edificio  El departamento se encuentra completamente equipado y amueblado  Cuenta con portero  Además esta propiedad cuenta con categoría de súper host en airbn Y un registro promedio  de 300 noches ocupadas , en el año  Vale la pena conocerlo  Excelente  para vivir e invertir. EasyBroker ID: EB-HZ2650",https://www.lamudi.com.mx/departamento-en-venta-y-renta-en-polanco-19.html
2133,2,2,4,80,1,departamento,,"[-99.1221351,19.3994425]","Roma Norte, Cuauhtémoc",unknown,4900000,AP60EE98C4D398AMX,"[""departamento"",""departamentos""]",2000,"DEPARTAMENTO EN VENTA, COL. ROMAVenta excelente departamento en la Roma, Col. Roma. Un espacio con una ubicación única, comodidad, privacidad, seguridad y funcionalidad, ubicado sobre Av. Álvaro Obregón.  Hermoso departamento  en el centro de La Roma, restaurantes, cafés saliendo del departamento. Estancia de increíble tamaño con una iluminación natural. 2 recámaras, la principal con baño y vestidor propio, todas con excelentes vistas. Área de servicio con entrada que conecta con la cocina. Vigilancia 24/7.  Servicio de mantenimiento 24/7. 1 lugar de estacionamiento. Cisterna de más de 10,000 L.*Precio sujeto a cambio sin previo aviso. *Imágenes para uso exclusivo de Fratelli Real Estate Studio. EasyBroker ID: EB-HN7279",https://www.lamudi.com.mx/departamento-en-venta-col-roma-12.html
2134,1.5,1,2.5,56,2,departamento,,"[-99.17875,19.438411]","Anahuac I Sección, Miguel Hidalgo",unknown,4138920,AP6100663BBFB1DMX,"[""departamento"",""departamentos""]",unknown,"Hermoso Departamento Conformado de 1 Recámaras, 1.5 Baños, 2 cajones de estacionamiento, 55.8 m2 habitablesHIGH PARK POLANCO, EL LUJO Y EL BIENESTAR ALCANZAN NUEVAS ALTURAS PROXIMAMENTEHigh Park Polanco es un desarrollo residencial que se define por su ubicación, acabados de lujo, departamentos automatizados y amenidades exclusivas para los más altos estilos de vida.High Park Polanco, el nuevo lujo, glamour y vanguardia de la zona más trascendente de la ciudad, Polanco queda a su altura.",https://www.lamudi.com.mx/tipo-2-y-3-high-park-polanco.html
2135,2,2,unknown,100.5,2,departamento,,"[-99.164402,19.30595]","Pedregal de Carrasco, Coyoacán",unknown,5196400,AP5B5B502485EABMX,"[""departamento"",""departamentos""]",unknown,"Departamento de 100.5 metros cuadrados con recámara principal con vestidor, segunda recámara, alcoba/estudio, dos baños y cuarto de lavado.Desde $ 5,196,400.00HIGH PARK SUR HIGH PARK SUR SÓLO EN MARZO 5 DEPARTAMENTOS DE ENTREGA INMEDIATA CON DESCUENTO DE MÁS DE $490,000 ¡VÍVELO AHORA!ENTREGA INMEDIATA DEPARTAMENTOS DESDE $ 3,254,000.00** RESERVALO CON $50,000 HIGH PARK SUR Residences, una vida privilegiada. Descubre el nuevo skyline de la zona sur de la ciudad. Conoce un desarrollo único y exclusivo que define la nueva forma de vivir sur de la ciudad, 32 niveles de lujo, con amenidades que alcanzan los mayores niveles de exigencia departamentos desde 72 hasta 145 m2 Cuanta con Amenidades que superan las máximas expectativas. Ubicadas en Torre Olivo: Looby Game roomGgym Kids room Spa m&w Swimming pool Sundeck Torre Laurel Meeting room Event hall Bussines center Cinema Exteriores: Playground Bbq grill Padel court Pets zone Jogging track Green field Desarrollo Vertical en Dos Torres VISÍTALO Blvd. Adolfo Ruiz Cortinez 5550, Lote IV, Pedregal de Carrasco C.P. O4700, Coyoacán, México, D.F. *Aplican restricciones **Incluye descuento ***Los meses pueden variar",https://www.lamudi.com.mx/departamento-de-100-5-m2-high-park-sur-residences.html
2136,2,3,5,240,2,departamento,,"[-99.191347,19.4279484]","Polanco, Miguel Hidalgo",unknown,990000,AP5FBDD1842F5BFMX,"[""departamento"",""departamentos""]",1990,"Departamento en venta en polanco sección VCONSTRUCCION 240M2Departamento , bien iluminado,  ubicado  en las mejores zonas de Polanco,  elevador directo al departamento, hall Cuarto de servicio, antecomedor, sala, comedor, bar, 2 baños completos, 3 recámaras, balcón a lo largo del área social y recámara secundaria, recámara principal terraza.  Closet en recámaras secundarias y vestidor recámara principal. Duela de fina madera y mármol. Seguridad 24/7. EasyBroker ID: EB-GE7756",https://www.lamudi.com.mx/departamento-en-venta-en-polanco-323.html
2137,3,2,5,205,2,departamento,,"[-99.1927311,19.4315765]","Polanco, Miguel Hidalgo",unknown,19800000,AP60EE987D75C4CMX,"[""departamento"",""departamentos""]",2021,"DEPARTAMENTO, GALILEO, POLANCO. 301Departamento muy espacioso, distribuido en 2 niveles con acabados de lujo;  2 recámaras con baño propio cada una, área sala-comedor con baño de visitas, cocina completamente equipada con acabados en granito, segundo nivel con Family room.  Balcón amplio con vista a calle Galileo.*Precio sujeto a cambio sin previo aviso. *Imágenes para uso exclusivo de Fratelli Real Estate Studio. EasyBroker ID: EB-HJ8593",https://www.lamudi.com.mx/departamento-galileo-polanco-301-2.html
2138,2,1,3,66,1,departamento,,"[-99.188251,19.369176]","San José Insurgentes, Benito Juárez",unknown,4066200,AP5E4AE51FCF0F7MX,"[""departamento"",""departamentos""]",unknown,"Práctico y funcional Departamento de 1 Habitación(es), 2 Baños, 66 m2 Habitables. Cuenta con 1 GarageAlure es la respuesta para satisfacer tus gustos y necesidades, para conectar tu forma de ser con el estilo y nivel de vida que deseas. Más que un deseo, Alure será el espacio más íntimo donde disfrutarás y proyectarás tu esencia, lo que te define; cada espacio, muro y color a través del que expresarás tus gustos y tu estilo. Alure es el escenario y tú serás el actor de las historias que día a día darán sentido al tener y poseer un espacio perfecto para ti.Alure es la respuesta para satisfacer tus gustos y necesidades, para conectar tu forma de ser con el estilo y nivel de vida que deseas. Más que un deseo, Alure será el espacio más íntimo donde disfrutarás y proyectarás tu esencia, lo que te define; cada espacio, muro y color a través del que expresarás tus gustos y tu estilo. Alure es el escenario y tú serás el actor de las historias que día a día darán sentido al tener y poseer un espacio perfecto para ti.Alure tiene un ADN que lo distingue, que le permite ser único en nuestro entorno, al igual que tú y yo también lo somos. Nos une contigo tener un propósito superior, vivir la vida con calidad, con un estilo de vida armónico y amigable con la naturaleza propia de nuestra ciudad, de nuestra comunidad y con todo lo que nos rodea.Alure incorpora en su ADN conceptos únicos en la zona que faciliten tu vida diaria y que deseamos compartir contigo:* Digital Living* Digital Training Studio* Relax Floor* Sharing Lounge* Co-working* Eco friendly* Pet friendlyUbicado en Avenida Revolución 1030, en la colonia San José Insurgentes, Alure ofrece espacios multifuncionales que responden a las nuevas dinámicas y formas de vivir donde puedas compartir o simplemente disfrutarlo para ti. Con 7 tipologías de departamentos podrás encontrar el espacio que se adecúe a tu gusto.Departamento de 1 o 2 recámaras con cocina integral abierta, con orientación oriente poniente, excelente iluminación. Un lugar de estacionamiento.Relax Floor: digital training studio, temazcal, carril de nado contra corriente, co-working, asoleadero, juice bar.Sharing lounge: jacuzzi, sundeck, fire pit, grill, lounge.",https://www.lamudi.com.mx/depto-801-alure-san-jose-insurgentes.html
2139,2,1,3,66,1,departamento,,"[-99.188251,19.369176]","San José Insurgentes, Benito Juárez",unknown,3990600,AP5E4AE51C8682CMX,"[""departamento"",""departamentos""]",unknown,"Práctico y funcional Departamento de 1 Habitación(es), 2 Baños, 66 m2 Habitables. Cuenta con 1 GarageAlure es la respuesta para satisfacer tus gustos y necesidades, para conectar tu forma de ser con el estilo y nivel de vida que deseas. Más que un deseo, Alure será el espacio más íntimo donde disfrutarás y proyectarás tu esencia, lo que te define; cada espacio, muro y color a través del que expresarás tus gustos y tu estilo. Alure es el escenario y tú serás el actor de las historias que día a día darán sentido al tener y poseer un espacio perfecto para ti.Alure es la respuesta para satisfacer tus gustos y necesidades, para conectar tu forma de ser con el estilo y nivel de vida que deseas. Más que un deseo, Alure será el espacio más íntimo donde disfrutarás y proyectarás tu esencia, lo que te define; cada espacio, muro y color a través del que expresarás tus gustos y tu estilo. Alure es el escenario y tú serás el actor de las historias que día a día darán sentido al tener y poseer un espacio perfecto para ti.Alure tiene un ADN que lo distingue, que le permite ser único en nuestro entorno, al igual que tú y yo también lo somos. Nos une contigo tener un propósito superior, vivir la vida con calidad, con un estilo de vida armónico y amigable con la naturaleza propia de nuestra ciudad, de nuestra comunidad y con todo lo que nos rodea.Alure incorpora en su ADN conceptos únicos en la zona que faciliten tu vida diaria y que deseamos compartir contigo:* Digital Living* Digital Training Studio* Relax Floor* Sharing Lounge* Co-working* Eco friendly* Pet friendlyUbicado en Avenida Revolución 1030, en la colonia San José Insurgentes, Alure ofrece espacios multifuncionales que responden a las nuevas dinámicas y formas de vivir donde puedas compartir o simplemente disfrutarlo para ti. Con 7 tipologías de departamentos podrás encontrar el espacio que se adecúe a tu gusto.Departamento de 1 o 2 recámaras con cocina integral abierta, con orientación oriente poniente, excelente iluminación. Un lugar de estacionamiento.Relax Floor: digital training studio, temazcal, carril de nado contra corriente, co-working, asoleadero, juice bar.Sharing lounge: jacuzzi, sundeck, fire pit, grill, lounge.",https://www.lamudi.com.mx/depto-501-alure-san-jose-insurgentes.html
2140,2,2,4,57,1,departamento,,"[-99.158947,19.443788]","Santa Maria La Ribera, Cuauhtémoc",unknown,3520000,AP5D8BEADD2E081MX,"[""departamento"",""penthouse""]",unknown,"Práctico y funcional Departamento ubicado en el nivel PH, de 2 recamaras y 2 baños, con Roof Garden Privado y 1 cajón de estacionamiento, con opción a adquirir un segundoJAIME TORRES BODET, es un desarrollo en PREVENTA ubicado en Santa María la Ribera.A sólo 20 minutos de Polanco y del Centro Histórico.Consta de 14 departamentos de 2 o 3 recámaras, Balcón y/o Roof Garden Privado.Roof Garden Común con asador.¡Los mejores acabados de la zona!Contamos con vigilancia 24 hrs y CCTV",https://www.lamudi.com.mx/penthouse-ph2-jaime-torres-bodet-54.html
2141,1,2,3,50.01,1,departamento,,"[-99.14373,19.451431]","Guerrero, Cuauhtémoc",unknown,1649000,AP60F9B93D1B6BAMX,"[""departamento"",""departamentos""]",unknown,"Bello y práctico Departamento conformado por 2 Habitaciones, 1 Baño, 50.01 m2 Habitables y 1 GarageZarco 255DEPARTAMENTOS NUEVOS A ESTRENAR DE ENTREGA INMEDIATA EN LA COLONIA GUERRERO, ALCALDÍA CUAUHTÉMOC.Desarrollo vertical que consta de 123 departamentos distribuidos en tres torres en 32 configuraciones diferentes, acorde a distintos estilos de vida. Es un desarrollo único en su tipo, innovador y propositivo, en una ciudad cuyo crecimiento en los últimos años ha despuntado de manera exponencial. A unos pasos de Paseo de la Reforma y del metro Tlatelólco. El desarrollo cuenta con tres elevadores, estacionamiento cubierto, puertas de acceso para autos automáticas, lobby con vigilancia 24/7, roof garden común, bodegas y área de lavado.Muros de concreto que le brindan gran privacidad, cocina abierta equipada con estufa, horno, campana y gabinetes. Baños con accesorios, piso cerámico, habitaciones con closet. Los departamentos son muy iluminados y ventilados.Roof garden común, bodegas en azotea, área de lavado en azotea, elevador en cada torre.Todos los créditos son bienvenidos. FOVISSSTE, INFONAVIT, ISFAM, créditos bancarios.Accesible y muy bien comunicado por avenidas principales como Av. Ricardo Flores Magón, Paseo de la Reforma. Cerca de la estación del metro Tlatelólco y exactamente frente al parque de la Paz. Varias líneas del metrobús muy cerca. Comercios, Hospitales y Escuelas a unos pasos.",https://www.lamudi.com.mx/depto-110-a-zarco-255.html
2142,5.5,3,unknown,450,5,departamento,,"[-99.23849,19.38302]","Santa Fe, Álvaro Obregón",unknown,26500000,AP5FF6559C4C927MX,"[""departamento"",""penthouse""]",unknown,"Ubicado en uno de los edificios orgullo de ingeniería y arquitectura. En la zona aspiracional de santa fe mexico. Este inmueble tiene el tamaño de 4 propiedades en el edificio, a precio de solo 2, la terraza es enorme con metraje comparable al de una casa. Las vistas son espectaculares. Este inmueble es indiscutiblemente la gema de este landmark. Elegante penthouse estilo contemporaneo minimalista, amplios y comodos espacios, terraza de 120 m2 con vista de 180 grados, terminados de marmol perlino, sistema automatizado de persianas, iluminacion, imagen y sonido, recibidor,sala y comedor formal, sala de audiovisual, cocina gourmet, kosher y electrodomésticos dobles y nuevos, isla, con tarja bar, 3 recamaras tipo suite con vestidor y baño, la principal con 2 vestidores y 2 baños, jacuzzi. El area de servicio convenientemente ubicada para nanas y servicio en general, el diseño de las áreas formales permite incorporar la terraza a todos los eventos. El área habitable de este extraordinario pent house es de 450m2. Ademas de ofrecer 5 espacios de estacionamiento, amplio estacionamiento para visitas, bodega y las amenidades que han hecho famoso a punta del parque. Los muebles han sido diseñados para este extraordinario inmueble y podrían o no negociarse en la venta. Recientemente remodelado bajo de $30,500,000 a $26,000,000 de pesos",https://www.lamudi.com.mx/espectacular-penthouse-en-venta-punta-del-parque-oportunidad.html
