|id|precio_m2|precio|moneda|precio_MXN|mantenimiento|superficie_total|superficie_cubierta|colonia|alcaldia|direccion|dormitorios|baños|cocheras|anunciante|url|google_src|lat|lng
3404|3404||11990000|11990000|N/A|||210.0| San José Insurgentes| Benito Juárez|Sagredo 125, San José Insurgentes, Benito Juárez, 03900 Ciudad de México, CDMX, México,  San José Insurgentes, Benito Juárez|2.0|3.0|2.0|Grupo Los Arcos|https://www.inmuebles24.com/propiedades/estrene-la-mejor-calidad-al-mejor-precio!-$11-990-000-58958462.html|//maps.google.com/maps/api/staticmap?center=19.365839300000000,-99.187777599999990&zoom=16&markers=19.365839300000000,-99.187777599999990&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=dL4QaHxPrhP_h7p9GV0SpU2cdY8=&channel=rpfic-i24|19.3658393|-99.1877776
3405|3405|61904.76190476191|3900000|3900000|N/A|3000.0|63.0|60.0| San José Insurgentes| Benito Juárez|Av Revolucion ,  San José Insurgentes, Benito Juárez|1.0|2.0|1.0|SANDRA ELIZABETH BARRIENTOS DÍAZ|https://www.inmuebles24.com/propiedades/depto-60-m-sup2--1-estacionamiento-san-jose-61823937.html|//maps.google.com/maps/api/staticmap?center=19.369162400000000,-99.188241400000000&zoom=16&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=tolec4C9BJ_yVAa67iLHSyglzd0=&channel=rpfic-i24|19.3691624|-99.1882414
3406|3406|14843.75|950000|950000|N/A||64.0|64.0| Granjas Estrella| Iztapalapa|Bilbao,  Granjas Estrella, Iztapalapa|2.0|1.0|1.0|HOUM VENTAS|https://www.inmuebles24.com/propiedades/departamento-en-granjas-estrella-con-2-recamaras-id:-61646057.html|//maps.google.com/maps/api/staticmap?center=19.329507899999999,-99.083525100000002&zoom=16&markers=19.329507899999999,-99.083525100000002&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=xdhueGWNI6IABotaU1H99e8Gpsg=&channel=rpfic-i24|19.3295079|-99.0835251
3407|3407|41360.294117647056|22500000|22500000|N/A||544.0|580.0| Pedregal de San Francisco| Coyoacán|CERRO DEL ABANICO,  Pedregal de San Francisco, Coyoacán|3.0|4.0|3.0|Inmovivienda e Inmoespacios|https://www.inmuebles24.com/propiedades/casa-en-venta-pedregal-de-san-francisco-57917723.html|//maps.google.com/maps/api/staticmap?center=19.338717802000001,-99.168324799999993&zoom=16&markers=19.338717802000001,-99.168324799999993&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=gEMl-G3BUew5Bjx39ECrHCnUcms=&channel=rpfic-i24|19.338717802|-99.1683248
3408|3408|9520.0|999600|999600|N/A|300.0|105.0|62.0| Pedregal | La Magdalena Contreras|RESIDENCIAL LOS VIÑEDOS,  Pedregal , La Magdalena Contreras|2.0|1.0|2.0|Dulce Maria Vargas Rangel|https://www.inmuebles24.com/propiedades/casa-nueva-con-terraza-y-jardin-oferta-53190688.html|//maps.google.com/maps/api/staticmap?center=19.996762357085620,-98.794889027392560&zoom=16&markers=19.996762357085620,-98.794889027392560&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=pSeZ-L2rlS-bbv642_Tvk7zdHrw=&channel=rpfic-i24|19.99676235708562|-98.79488902739256
3409|3409|63623.20599250936|16987396|16987396|N/A||267.0|267.0| San Mateo Tlaltenango| Cuajimalpa de Morelos|Av de los Poetas,  San Mateo Tlaltenango, Cuajimalpa de Morelos|3.0|3.0|3.0|ELSA LOYA ACOSTA|https://www.inmuebles24.com/propiedades/renta-o-venta-departamento-basalto-cumbres-santa-fe-3-61851539.html|//maps.google.com/maps/api/staticmap?center=19.348898699999999,-99.261431000000001&zoom=16&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=GjyqVv7XRk8EzBiBw1Vp41l74cE=&channel=rpfic-i24|19.3488987|-99.261431
3410|3410|32000.0|3200000|3200000|N/A||100.0|100.0| Juárez| Cuauhtémoc|VERSALLES,  Juárez, Cuauhtémoc|3.0|1.0|1.0|Tecnocasa Juarez|https://www.inmuebles24.com/propiedades/departamento-venta-61538608.html|//maps.google.com/maps/api/staticmap?center=19.425900593572844,-99.156287670995297&zoom=16&markers=19.425900593572844,-99.156287670995297&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=EJknPhdrbf7pjLJKIs6c8JrSMKg=&channel=rpfic-i24|19.425900593572845|-99.15628767099528
3411|3411|19459.45945945946|3600000|3600000|N/A|450.0|185.0|185.0| Industrial| Gustavo A. Madero|Calzada de Misterios,  Industrial, Gustavo A. Madero|4.0|3.0|1.0|Elige Bienes Raices|https://www.inmuebles24.com/propiedades/amplio-departamento-de-185-m-sup2--en-col-industrial-61650593.html|//maps.google.com/maps/api/staticmap?center=19.470083716494987,-99.124573983081040&zoom=16&markers=19.470083716494987,-99.124573983081040&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=pq8M3COBoqMYpcCHkZXJpOro2Uo=&channel=rpfic-i24|19.470083716494987|-99.12457398308104
3412|3412|70000.0|10500000|10500000|N/A|6000.0|150.0|150.0| Polanco| Miguel Hidalgo|Hegel 315,  Polanco, Miguel Hidalgo|1.0|1.0|2.0|INMOBILIARIA MOGUVE|https://www.inmuebles24.com/propiedades/departamento-tipo-loft-en-venta-en-polanco-61631920.html|//maps.google.com/maps/api/staticmap?center=19.432514900000000,-99.188094499999980&zoom=16&markers=19.432514900000000,-99.188094499999980&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=UZStlUiakJ8910l3T1FW0oLyAvI=&channel=rpfic-i24|19.4325149|-99.18809449999998
3413|3413||2399770|2399770|N/A|||85.0| Guerrero| Cuauhtémoc|HEROES,  Guerrero, Cuauhtémoc|2.0|1.0|1.0|PROMOZUR INMOBILIARIA|https://www.inmuebles24.com/propiedades/penthouse-en-pre-venta-guerrero-cuauhtemoc-60321624.html|//maps.google.com/maps/api/staticmap?center=19.444750900000000,-99.146015900000010&zoom=16&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=h-K56kxUEkvL7UKTMhqTufoJ73k=&channel=rpfic-i24|19.4447509|-99.1460159
3414|3414|5735.660847880299|2300000|45540000.0|N/A||401.0|401.0| Lomas de Chapultepec| Miguel Hidalgo|Felix Berenguer,  Lomas de Chapultepec, Miguel Hidalgo|4.0|4.0|6.0|Mexico Sotheby's International Realty|https://www.inmuebles24.com/propiedades/ph-felix-berenguer-60973575.html|//maps.google.com/maps/api/staticmap?center=19.421590500000000,-99.205085999999994&zoom=16&markers=19.421590500000000,-99.205085999999994&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=Kb_QBH3G1q4q5Q30QMFY0sKaT9M=&channel=rpfic-i24|19.4215905|-99.205086
3415|3415|106481.48148148147|23000000|23000000|N/A||216.0|216.0| Polanco| Miguel Hidalgo|Polanco, Miguel Hidaglo,  Polanco, Miguel Hidalgo|2.0|2.0|2.0|Nataly Rosales|https://www.inmuebles24.com/propiedades/exclusivo-departamento-en-venta-en-polanco-61569132.html|//maps.google.com/maps/api/staticmap?center=19.434019900000000,-99.195601200000010&zoom=16&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=51LfhUbfhBciWda3TFH5EdIGpxI=&channel=rpfic-i24|19.4340199|-99.1956012
3416|3416|36125.0|2890000|2890000|N/A||80.0|80.0| Abdias Garcia Soto| Cuajimalpa de Morelos|Cedros,  Abdias Garcia Soto, Cuajimalpa de Morelos|2.0|2.0|2.0|INMOBILIARIA PONTON ASESORES|https://www.inmuebles24.com/propiedades/lindo-departamento-de-3-pisos-con-gran-terraza-59256445.html|//maps.google.com/maps/api/staticmap?center=19.348675799999998,-99.296797400000002&zoom=16&markers=19.348675799999998,-99.296797400000002&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=HLg-hnWd-LesEgGGrhEnbpzXVcU=&channel=rpfic-i24|19.3486758|-99.2967974
3417|3417|41578.94736842105|7900000|7900000|N/A|2800.0|190.0|190.0| El Yaqui| Cuajimalpa de Morelos|Prolongación Paseo de la Reforma,  El Yaqui, Cuajimalpa de Morelos|3.0|2.0|2.0|SENDERO INMOBILIARIO|https://www.inmuebles24.com/propiedades/departamento-en-renta-venta-giralta-santa-fe-60427152.html|//maps.google.com/maps/api/staticmap?center=19.388349200000000,-99.240913699999993&zoom=16&markers=19.388349200000000,-99.240913699999993&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=HBE9JnwPmrATC-gTj_hloHuTOck=&channel=rpfic-i24|19.3883492|-99.2409137
3418|3418|40458.01526717557|10600000|10600000|N/A||262.0|262.0| Residencial Emperadores| Benito Juárez|Prolongación Xochicalco,  Residencial Emperadores, Benito Juárez|3.0|3.0|2.0|LeoNik Asesores Inmobiliarios|https://www.inmuebles24.com/propiedades/exclusivo-penthouse-en-preventa-cerca-del-parque-de-61957840.html|//maps.google.com/maps/api/staticmap?center=19.367254299999999,-99.158634300000002&zoom=16&markers=19.367254299999999,-99.158634300000002&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=jc_iypFfv7sTMkcJ9G8DIYjPEwo=&channel=rpfic-i24|19.3672543|-99.1586343
3419|3419|67080.74534161491|10800000|10800000|N/A|3000.0|161.0|161.0| Hipódromo| Cuauhtémoc|Amsterdam,  Hipódromo, Cuauhtémoc|3.0|2.0|1.0|ForHouse|https://www.inmuebles24.com/propiedades/departamento-con-balcon-en-venta-en-la-condesa-sobre-60948752.html|//maps.google.com/maps/api/staticmap?center=19.412365799999999,-99.171186800000000&zoom=16&markers=19.412365799999999,-99.171186800000000&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=bF0tb0X-yrM-jcsFrlUPLcTHicA=&channel=rpfic-i24|19.4123658|-99.1711868
3420|3420|35000.0|2450000|2450000|N/A|700.0|70.0|70.0| Industrial San Antonio| Azcapotzalco|Av. San Isidro 164 ,  Industrial San Antonio, Azcapotzalco|2.0|1.0|2.0|MÁXIMA INMOBILIARIA |https://www.inmuebles24.com/propiedades/ph-semi-nuevo-con-muy-buen-gusto-61678993.html|//maps.google.com/maps/api/staticmap?center=19.480964000000000,-99.196221999999990&zoom=16&markers=19.480964000000000,-99.196221999999990&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=FyME840GFBIJYqdjyZDsRDIltMk=&channel=rpfic-i24|19.480964|-99.196222
3421|3421|10000.0|800000|15840000.0|N/A|8000.0|80.0|80.0| Cuauhtémoc| Cuauhtémoc|Paseo de la Reforma 509,  Cuauhtémoc, Cuauhtémoc|1.0|1.0|2.0|Franco Velasco|https://www.inmuebles24.com/propiedades/departamento-en-venta-the-ritz-carlton-cdmx-paseo-de-61610940.html|//maps.google.com/maps/api/staticmap?center=19.424039600000000,-99.175745500000000&zoom=16&markers=19.424039600000000,-99.175745500000000&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=IcPHuvvdtzxBDh3BOqBlRFfhbZQ=&channel=rpfic-i24|19.4240396|-99.1757455
3422|3422|43125.0|6900000|6900000|N/A||160.0|250.0| Prado Churubusco| Coyoacán|Sagitario 150,  Prado Churubusco, Coyoacán|4.0|3.0||Vanguardia Inmobiliaria|https://www.inmuebles24.com/propiedades/casa-en-venta-prado-churubusco-coyoacan-60467619.html|//maps.google.com/maps/api/staticmap?center=19.352532400000000,-99.124186600000030&zoom=16&markers=19.352532400000000,-99.124186600000030&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=vnL_wYxvtgCZKTQMebLAxQm6VbI=&channel=rpfic-i24|19.3525324|-99.12418660000003
3423|3423|44672.13114754098|10900000|10900000|N/A|3010.0|244.0|244.0| Polanco| Miguel Hidalgo|Av. Horacio,  Polanco, Miguel Hidalgo|3.0|2.0|2.0|INTEGRA SI|https://www.inmuebles24.com/propiedades/departamento-en-venta-av-horacio-polanco-61763420.html|//maps.google.com/maps/api/staticmap?center=19.435661042399999,-99.210469722699997&zoom=16&markers=19.435661042399999,-99.210469722699997&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=0-iLqus8ZWFskou8fD4RagbrDVo=&channel=rpfic-i24|19.4356610424|-99.2104697227
3424|3424||4996100|4996100|N/A|||76.0| Roma| Cuauhtémoc|AGUASCALIENTES,  Roma, Cuauhtémoc|2.0|2.0||Finca Bienes Raices|https://www.inmuebles24.com/propiedades/preventa-deptos-aguascalientes-col.-roma-59182036.html|//maps.google.com/maps/api/staticmap?center=19.408678040418490,-99.164902389935260&zoom=16&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=tv6d8UIVvY_K4W4J9iENrUcjqjw=&channel=rpfic-i24|19.408678040418486|-99.16490238993526
3425|3425|46146.17940199336|13890000|13890000|N/A|8000.0|301.0|301.0| Santa Fe La Loma| Alvaro Obregón|Avenida Bernardo Quintana 405,Santa Fe La Loma ,  Santa Fe La Loma, Alvaro Obregón|3.0|3.0|4.0|Edwin Adrian Cancino|https://www.inmuebles24.com/propiedades/departamento-remodelado-venta-en-bernardo-quintana-en-61459532.html|//maps.google.com/maps/api/staticmap?center=19.369064300000000,-99.250909300000000&zoom=16&markers=19.369064300000000,-99.250909300000000&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=2X_BVYk7S1g4-bzl0R0Z0KYTY70=&channel=rpfic-i24|19.3690643|-99.2509093
3426|3426||4180000|4180000|N/A|||100.0| Del Valle Centro| Benito Juárez|GABRIEL MANCERA,  Del Valle Centro, Benito Juárez|2.0|2.0|2.0|ROMUN INMUEBLES|https://www.inmuebles24.com/propiedades/departamento-df-3-o-2recamaras-gabriel-mancera-60621306.html|//maps.google.com/maps/api/staticmap?center=19.388691906168695,-99.163516730410780&zoom=16&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=aSYdCUIaF_V4I8kqGCUq4gBV1Rc=&channel=rpfic-i24|19.38869190616869|-99.16351673041079
3427|3427|13642.857142857143|1432500|1432500|N/A|600.0|105.0|125.0| Lindavista| Gustavo A. Madero|INSURGENTES,  Lindavista, Gustavo A. Madero|3.0|2.0|2.0|Adriana Duran |https://www.inmuebles24.com/propiedades/casa-en-venta-en-pachuca-hidalgo-61483958.html|//maps.google.com/maps/api/staticmap?center=19.470147900000000,-99.136426900000000&zoom=16&markers=19.470147900000000,-99.136426900000000&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=5GKQpIz810RffwS_KYp-KVyPURw=&channel=rpfic-i24|19.4701479|-99.1364269
3428|3428|45138.88888888889|6500000|6500000|N/A||144.0|230.0| Jardín Balbuena| Venustiano Carranza|RETORNO 24 DE AVENIDA DEL TALLER,  Jardín Balbuena, Venustiano Carranza|4.0|1.0|1.0|Tecnocas Jardin Balbuena Poniente|https://www.inmuebles24.com/propiedades/casa-venta-61983497.html|//maps.google.com/maps/api/staticmap?center=19.412314436039203,-99.102067858474782&zoom=16&markers=19.412314436039203,-99.102067858474782&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=5DJYYmXbE_p_25VSi23P9NoKuEk=&channel=rpfic-i24|19.412314436039203|-99.10206785847478
3429|3429|33559.32203389831|1980000|1980000|N/A||59.0|59.0| Obrero Popular| Azcapotzalco|Poniente 54 3396,  Obrero Popular, Azcapotzalco|2.0|1.0|1.0|Best Place Bienes Raíces|https://www.inmuebles24.com/propiedades/hermoso-departamento-en-obrero-popular-azcapotzalco-61365648.html|//maps.google.com/maps/api/staticmap?center=19.462733131547886,-99.172961738098140&zoom=16&markers=19.462733131547886,-99.172961738098140&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=8_gvD4ymy4pOPNst99oQEOlVKHw=&channel=rpfic-i24|19.46273313154789|-99.17296173809814
3430|3430|90441.17283950618|14651470|14651470|N/A|3500.0|162.0|156.0| Polanco I Sección| Miguel Hidalgo|Horacio ,  Polanco I Sección, Miguel Hidalgo|3.0|3.0|2.0|N/A|https://www.inmuebles24.com/propiedades/ph-en-polanco-162-m-sup2--3-rec-2-estacionamientos-61826649.html|//maps.google.com/maps/api/staticmap?center=19.435286700000000,-99.208843500000000&zoom=16&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=GEzUNAJmzvKrc2sSguUqNY4RvuU=&channel=rpfic-i24|19.4352867|-99.2088435
3431|3431|13107.142857142857|1835000|1835000|N/A||140.0|140.0| El Reloj| Coyoacán|calzada de tlalpan 2875,  El Reloj, Coyoacán|3.0|2.0|1.0|alejandro reyes|https://www.inmuebles24.com/propiedades/preventa-deptos-desde-$1-835-000-hasta-140-m-sup2-61939895.html|//maps.google.com/maps/api/staticmap?center=19.317484900000000,-99.139355000000000&zoom=16&markers=19.317484900000000,-99.139355000000000&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=GXjVIPn3E4g9bE-A-8wv6ZJfx3Q=&channel=rpfic-i24|19.3174849|-99.139355
3432|3432|55421.68674698795|23000000|23000000|N/A|3000.0|415.0|556.0| Tetelpan| Alvaro Obregón|CZ DESIERTO DE LOS LEONES 4375,  Tetelpan, Alvaro Obregón|3.0|5.0|3.0|Prime Real Estate|https://www.inmuebles24.com/propiedades/hermosa-casa-en-lomas-san-angel-cdmx-61589824.html|//maps.google.com/maps/api/staticmap?center=19.345764000000000,-99.211415899999990&zoom=16&markers=19.345764000000000,-99.211415899999990&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=KssN6VQN_XjWMKabXKnHvUB86o8=&channel=rpfic-i24|19.345764|-99.2114159
3433|3433|38111.88811188811|10900000|10900000|N/A|7500.0|286.0|286.0| Bosque de las Lomas| Miguel Hidalgo|Paseo de Los Laureles,  Bosque de las Lomas, Miguel Hidalgo|3.0|3.0|2.0|Haz Inmobiliaria|https://www.inmuebles24.com/propiedades/departamento-en-venta-o-renta-en-bosques-de-las-lomas-61502857.html|//maps.google.com/maps/api/staticmap?center=19.388959400000000,-99.254093800000006&zoom=16&markers=19.388959400000000,-99.254093800000006&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=yUZtxA5rnwv70ZcTQwo8AuZ-ORQ=&channel=rpfic-i24|19.3889594|-99.2540938
3434|3434|45952.380952380954|9650000|9650000|N/A|7200.0|210.0|210.0| Santa Fe La Loma| Alvaro Obregón|Bernardo Quintana,  Santa Fe La Loma, Alvaro Obregón|3.0|2.0|3.0|IDEA INMOBILIARIA|https://www.inmuebles24.com/propiedades/oportunidad!-venta-departamento-en-la-loma-56283618.html|//maps.google.com/maps/api/staticmap?center=19.371713400000000,-99.247404599999995&zoom=16&markers=19.371713400000000,-99.247404599999995&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=VuRoxMnV-qD8TY6kVp5KKn1Jvws=&channel=rpfic-i24|19.3717134|-99.2474046
3435|3435|52229.299363057326|8200000|8200000|N/A||157.0|157.0| Del Valle Centro| Benito Juárez|Providencia 721,  Del Valle Centro, Benito Juárez|3.0|3.0|2.0|Espiral Bienes Raíces|https://www.inmuebles24.com/propiedades/departamento-en-exclusivo-desarrollo-en-la-del-valle-61816890.html|//maps.google.com/maps/api/staticmap?center=19.391160600000000,-99.169206100000000&zoom=16&markers=19.391160600000000,-99.169206100000000&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=Uu8bLjbj3Y7bAJbf7K4spcna3Kw=&channel=rpfic-i24|19.3911606|-99.1692061
3436|3436|52000.0|5980000|5980000|N/A||115.0|115.0| Del Valle Centro| Benito Juárez|Gabriel Mancera,  Del Valle Centro, Benito Juárez|2.0|2.0|2.0|Roberto Cortes|https://www.inmuebles24.com/propiedades/estrena-nuevo-amplio-y-lujoso-departamento-en-la-61518587.html|//maps.google.com/maps/api/staticmap?center=19.384386700000000,-99.164737099999996&zoom=16&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=F_vO078t65kaHRx8L4c7UV_XUtc=&channel=rpfic-i24|19.3843867|-99.1647371
3437|3437|39534.88372093023|5100000|5100000|N/A|1550.0|129.0|129.0| Nonoalco| Benito Juárez|Tintoreto,  Nonoalco, Benito Juárez|3.0|2.0|2.0|HOUM VENTAS|https://www.inmuebles24.com/propiedades/departamento-en-nonoalco-con-3-recamaras-id:-36722.-61650748.html|//maps.google.com/maps/api/staticmap?center=19.384206899999998,-99.185822000000001&zoom=16&markers=19.384206899999998,-99.185822000000001&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=tF52jrFhg54YGRlQirzkmyneFuM=&channel=rpfic-i24|19.3842069|-99.185822
3438|3438||2500000|2500000|N/A|200.0||73.0| Viaducto Piedad| Iztacalco|José María Beristain y Sousa,  Viaducto Piedad, Iztacalco|2.0|1.0|1.0|PROMOZUR INMOBILIARIA|https://www.inmuebles24.com/propiedades/departamento-en-venta-viaducto-piedad-iztacalco.-59070396.html|//maps.google.com/maps/api/staticmap?center=19.400691000000000,-99.135432900000000&zoom=16&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=l1xuomo3iEkTsnZTrkD2TyFitPg=&channel=rpfic-i24|19.400691|-99.1354329
3439|3439|60550.45871559633|19800000|19800000|N/A|3500.0|327.0|319.0| Pedregal de San Francisco| Coyoacán|PEDREGAL DE SAN FRANCISCO,  Pedregal de San Francisco, Coyoacán|4.0|4.0|3.0|GREEN HOUSE  |https://www.inmuebles24.com/propiedades/green-house-vende-en-pedregal-de-san-francisco-55606702.html|//maps.google.com/maps/api/staticmap?center=19.341890000000000,-99.166373100000020&zoom=16&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=c4DuevUz-lTL4H6T-SjsThrGKSk=&channel=rpfic-i24|19.34189|-99.16637310000002
3440|3440|46823.529411764706|3980000|3980000|N/A|2000.0|85.0|80.0| Narvarte Poniente| Benito Juárez|PETEN 352,  Narvarte Poniente, Benito Juárez|2.0|2.0|1.0|MARIO  MENA|https://www.inmuebles24.com/propiedades/!-peten-352!-55940301.html|//maps.google.com/maps/api/staticmap?center=19.385712400000000,-99.153346100000020&zoom=16&markers=19.385712400000000,-99.153346100000020&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=3dbraLg7Fg_ikdGqNr33OG7suFs=&channel=rpfic-i24|19.3857124|-99.15334610000002
3441|3441|28796.708860759492|2274940|2274940|N/A|800.0|79.0|62.0| Tránsito| Cuauhtémoc|AVENIDA DEL TALLER 66,  Tránsito, Cuauhtémoc|2.0|2.0|1.0|BARROSO INMOBILIARIA|https://www.inmuebles24.com/propiedades/-super-preventa-de-desarrollo-av-del-taller-66-60360671.html|//maps.google.com/maps/api/staticmap?center=19.413516600000000,-99.131239299999990&zoom=16&markers=19.413516600000000,-99.131239299999990&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=6Iv1Q2SUhwXGH8WMjxp86xzmZQY=&channel=rpfic-i24|19.4135166|-99.1312393
3442|3442|46354.166666666664|4450000|4450000|N/A|2000.0|96.0|96.0| Los Alpes| Alvaro Obregón|Departamento en Venta San Angel, Colonia los Alpes,  Los Alpes, Alvaro Obregón|3.0|3.0|2.0|Lomelin|https://www.inmuebles24.com/propiedades/departamento-en-venta-a-estrenar-los-alpes-vista-san-61712129.html|//maps.google.com/maps/api/staticmap?center=19.359296799999999,-99.194447999999994&zoom=16&markers=19.359296799999999,-99.194447999999994&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=7T-YipBhYfVSWEVYUAYytASphcU=&channel=rpfic-i24|19.3592968|-99.194448
3443|3443|52400.88105726872|11895000|11895000|N/A||227.0|227.0| Nápoles| Benito Juárez|,  Nápoles, Benito Juárez|3.0|3.0|3.0|Grand Home Bienes Raices|https://www.inmuebles24.com/propiedades/venta-de-ph-en-dos-niveles-en-la-napoles-con-terraza-y-61252144.html|//maps.google.com/maps/api/staticmap?center=19.394357400000000,-99.177446200000005&zoom=16&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=CUAxKAj2UdDrbYcJeBdtEm8iy68=&channel=rpfic-i24|19.3943574|-99.1774462
3444|3444|9520.0|999600|999600|N/A|500.0|105.0|67.0| Lindavista| Gustavo A. Madero|PREPA 9,  Lindavista, Gustavo A. Madero|2.0|1.0|2.0|JAVIER CRUZ|https://www.inmuebles24.com/propiedades/se-vende-casa-de-2-recamaras-en-pachuca-hidalgo-61912926.html|//maps.google.com/maps/api/staticmap?center=19.496660504702866,-99.124930965275110&zoom=16&markers=19.496660504702866,-99.124930965275110&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=NrNQuc1GOJhsbueHlQ358Lbcbfs=&channel=rpfic-i24|19.496660504702863|-99.12493096527513
3445|3445||5300000|5300000|N/A|||137.0| Olivar de los Padres| Alvaro Obregón|GLACIAR ,  Olivar de los Padres, Alvaro Obregón|3.0|3.0|3.0|Cataño Bienes Raíces|https://www.inmuebles24.com/propiedades/glaciar-departamento-en-venta-59983207.html|//maps.google.com/maps/api/staticmap?center=19.338333800000000,-99.217912500000010&zoom=16&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=fy3PzN0g8bSn8u1DosXNUug_heM=&channel=rpfic-i24|19.3383338|-99.2179125
3446|3446|60382.16560509554|9480000|9480000|N/A|3200.0|157.0|157.0| Del Valle Centro| Benito Juárez|Ángel Urraza,  Del Valle Centro, Benito Juárez|2.0|3.0|2.0|Grupo Ocho Expertos Inmobiliarios|https://www.inmuebles24.com/propiedades/espectacular-ph-en-colonia-del-valle-61913653.html|//maps.google.com/maps/api/staticmap?center=19.383458499999999,-99.169135400000001&zoom=16&markers=19.383458499999999,-99.169135400000001&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=AwBvjjT6kDBu4G0RHMYaNnamh3w=&channel=rpfic-i24|19.3834585|-99.1691354
